academic_year,division,team_org_id,opp_org_id,team_name,opp_name,game_date,location,team_score,opp_score,result,goal_margin
2018,2,423598,423613.0,Adams St.,CSU Pueblo,2018-03-03,H,9,18,L,-9
2018,2,423598,423836.0,Adams St.,Otterbein,2018-03-05,H,9,3,W,6
2018,2,423598,423608.0,Adams St.,Rockhurst,2018-03-08,H,6,12,L,-6
2018,2,423598,423584.0,Adams St.,Maryville (MO),2018-03-15,H,8,6,W,2
2018,2,423598,445441.0,Adams St.,JWU (Denver),2018-03-18,H,27,1,W,26
2018,2,423598,423584.0,Adams St.,Maryville (MO),2018-03-21,A,5,8,L,-3
2018,2,423598,423630.0,Adams St.,Lindenwood,2018-03-23,A,8,10,L,-2
2018,2,423598,423608.0,Adams St.,Rockhurst,2018-03-25,A,2,13,L,-11
2018,2,423598,423636.0,Adams St.,Westminster (UT),2018-04-06,H,8,20,L,-12
2018,2,423598,423619.0,Adams St.,Colorado Mesa,2018-04-08,H,5,16,L,-11
2018,2,423598,423627.0,Adams St.,"Notre Dame de Namur @Aurora, Colo.",2018-04-12,H,12,10,W,2
2018,2,423598,423619.0,Adams St.,Colorado Mesa,2018-04-20,A,4,14,L,-10
2018,2,423598,423636.0,Adams St.,Westminster (UT),2018-04-22,A,5,22,L,-17
2018,2,423598,423613.0,Adams St.,CSU Pueblo,2018-04-28,A,9,14,L,-5
2018,2,423571,423583.0,Adelphi,LIU Post,2018-02-24,A,8,9,L,-1
2018,2,423571,423573.0,Adelphi,American Int'l,2018-03-03,A,21,2,W,19
2018,2,423571,423610.0,Adelphi,St. Thomas Aquinas,2018-03-08,H,22,7,W,15
2018,2,423571,423594.0,Adelphi,St. Anselm,2018-03-17,H,15,8,W,7
2018,2,423571,423589.0,Adelphi,Southern N.H.,2018-03-24,H,17,9,W,8
2018,2,423571,423591.0,Adelphi,Pace,2018-03-28,A,12,6,W,6
2018,2,423571,423596.0,Adelphi,Saint Michael's,2018-03-31,H,11,2,W,9
2018,2,423571,423574.0,Adelphi,Assumption,2018-04-04,A,17,10,W,7
2018,2,423571,423609.0,Adelphi,Saint Rose,2018-04-07,H,13,4,W,9
2018,2,423571,423582.0,Adelphi,Le Moyne,2018-04-14,A,6,10,L,-4
2018,2,423571,423575.0,Adelphi,Bentley,2018-04-17,H,10,9,W,1
2018,2,423571,423587.0,Adelphi,Merrimack,2018-04-21,A,9,10,L,-1
2018,2,423571,423580.0,Adelphi,Franklin Pierce,2018-04-28,H,17,9,W,8
2018,2,423571,423591.0,Adelphi,Pace,2018-05-01,H,9,7,W,2
2018,2,423571,423587.0,Adelphi,Merrimack,2018-05-04,A,11,17,L,-6
2018,2,423572,423595.0,Alabama Huntsville,Saint Leo,2018-02-03,H,10,18,L,-8
2018,2,423572,440561.0,Alabama Huntsville,Newberry,2018-02-11,H,20,5,W,15
2018,2,423572,440581.0,Alabama Huntsville,"Embry-Riddle (FL) @Pensacola, Fla.",2018-02-16,H,14,5,W,9
2018,2,423572,439401.0,Alabama Huntsville,"Palm Beach Atl. @Pensacola, Fla.",2018-02-18,H,12,10,W,2
