academic_year,division,team_org_id,opp_org_id,team_name,opp_name,game_date,location,team_score,opp_score,result,goal_margin
2020,1,493893,493848,Air Force,Duke,2020-02-01,A,14,13,W,1
2020,1,493893,493845,Air Force,Denver,2020-02-08,H,7,13,L,-6
2020,1,493893,493831,Air Force,Utah,2020-02-15,A,9,8,W,1
2020,1,493893,493840,Air Force,"Cleveland St. @Denver, Colo.",2020-02-22,H,11,12,L,-1
2020,1,493893,493830,Air Force,"St. Bonaventure @Denver, Colo.",2020-02-23,H,11,5,W,6
2020,1,493893,493899,Air Force,Virginia,2020-03-01,A,5,15,L,-10
2020,1,493893,493839,Air Force,Canisius,2020-03-08,H,15,11,W,4
2020,1,493894,493869,Army West Point,Massachusetts,2020-02-08,H,17,4,W,13
2020,1,493894,493875,Army West Point,NJIT,2020-02-10,H,19,1,W,18
2020,1,493894,493885,Army West Point,Rutgers,2020-02-15,H,15,4,W,11
2020,1,493894,493865,Army West Point,Marist,2020-02-18,A,9,17,L,-8
2020,1,493894,493891,Army West Point,Syracuse,2020-02-23,A,7,9,L,-2
2020,1,493894,493857,Army West Point,Holy Cross,2020-02-29,H,12,5,W,7
2020,1,493894,493834,Army West Point,Binghamton,2020-03-03,H,15,10,W,5
2020,1,493894,493860,Army West Point,Lafayette,2020-03-07,A,16,8,W,8
2020,1,493833,493831,Bellarmine,Utah,2020-02-01,A,10,16,L,-6
2020,1,493833,493866,Bellarmine,Marquette,2020-02-08,A,10,11,L,-1
2020,1,493833,493852,Bellarmine,Hampton,2020-02-11,H,21,5,W,16
2020,1,493833,493830,Bellarmine,St. Bonaventure,2020-02-15,H,13,5,W,8
2020,1,493833,493846,Bellarmine,Detroit Mercy,2020-02-18,A,13,20,L,-7
2020,1,493833,493835,Bellarmine,Boston U.,2020-02-22,H,11,17,L,-6
2020,1,493833,493851,Bellarmine,Georgetown,2020-02-29,A,4,13,L,-9
2020,1,493833,493840,Bellarmine,Cleveland St.,2020-03-06,A,8,9,L,-1
2020,1,493834,493865,Binghamton,Marist,2020-02-08,A,4,12,L,-8
2020,1,493834,493891,Binghamton,Syracuse,2020-02-15,A,4,17,L,-13
2020,1,493834,493860,Binghamton,Lafayette,2020-02-22,H,11,10,W,1
2020,1,493834,493838,Binghamton,Bucknell,2020-02-25,H,4,16,L,-12
2020,1,493834,493894,Binghamton,Army West Point,2020-03-03,A,10,15,L,-5
2020,1,493834,493855,Binghamton,Hobart,2020-03-07,A,9,16,L,-7
2020,1,493835,493881,Boston U.,Providence,2020-02-01,H,5,12,L,-7
2020,1,493835,493877,Boston U.,Ohio St.,2020-02-08,H,4,11,L,-7
2020,1,493835,493862,Boston U.,UMass Lowell,2020-02-15,A,13,5,W,8
2020,1,493835,493837,Boston U.,Bryant,2020-02-18,A,10,15,L,-5
2020,1,493835,493833,Boston U.,Bellarmine,2020-02-22,A,17,11,W,6
2020,1,493835,493841,Boston U.,Colgate,2020-02-29,A,13,12,W,1
2020,1,493836,493882,Brown,Quinnipiac,2020-02-15,H,11,7,W,4
2020,1,493836,493886,Brown,Sacred Heart,2020-02-18,H,20,7,W,13
2020,1,493836,493890,Brown,Stony Brook,2020-02-22,A,10,11,L,-1
2020,1,493836,493881,Brown,Providence,2020-02-29,H,12,13,L,-1
2020,1,493836,493899,Brown,Virginia,2020-03-08,H,14,13,W,1
2020,1,493837,493838,Bryant,Bucknell,2020-02-09,H,9,11,L,-2
2020,1,493837,493881,Bryant,Providence,2020-02-15,A,9,16,L,-7
2020,1,493837,493835,Bryant,Boston U.,2020-02-18,H,15,10,W,5
2020,1,493837,493843,Bryant,Dartmouth,2020-02-22,A,8,11,L,-3
2020,1,493837,493864,Bryant,Manhattan,2020-02-29,A,16,5,W,11
2020,1,493837,493890,Bryant,Stony Brook,2020-03-07,H,15,11,W,4
2020,1,493837,493874,Bryant,North Carolina,2020-03-10,A,16,18,L,-2
2020,1,493838,493850,Bucknell,"Furman @Durham, NC",2020-02-01,H,16,9,W,7
2020,1,493838,493837,Bucknell,Bryant,2020-02-09,A,11,9,W,2
2020,1,493838,493886,Bucknell,Sacred Heart,2020-02-15,H,14,11,W,3
2020,1,493838,493877,Bucknell,Ohio St.,2020-02-22,H,11,15,L,-4
2020,1,493838,493834,Bucknell,Binghamton,2020-02-25,A,16,4,W,12
2020,1,493838,493865,Bucknell,Marist,2020-02-29,H,20,11,W,9
2020,1,493839,493855,Canisius,Hobart,2020-02-08,A,8,22,L,-14
2020,1,493839,493884,Canisius,Robert Morris,2020-02-15,H,10,22,L,-12
2020,1,493839,493871,Canisius,Michigan,2020-02-18,A,8,16,L,-8
2020,1,493839,493853,Canisius,Hartford,2020-02-22,A,4,10,L,-6
2020,1,493839,493893,Canisius,Air Force,2020-03-08,A,11,15,L,-4
2020,1,493840,493866,Cleveland St.,Marquette,2020-02-01,H,10,11,L,-1
2020,1,493840,493871,Cleveland St.,Michigan,2020-02-08,A,9,16,L,-7
2020,1,493840,493876,Cleveland St.,Notre Dame,2020-02-15,A,7,17,L,-10
2020,1,493840,493893,Cleveland St.,"Air Force @Denver, Colo.",2020-02-22,H,12,11,W,1
2020,1,493840,493845,Cleveland St.,Denver,2020-02-23,A,6,10,L,-4
2020,1,493840,493833,Cleveland St.,Bellarmine,2020-03-06,H,9,8,W,1
2020,1,493840,493870,Cleveland St.,"Mercer @Towson, MD",2020-03-09,H,13,16,L,-3
2020,1,493841,493874,Colgate,North Carolina,2020-02-01,A,6,19,L,-13
2020,1,493841,493891,Colgate,Syracuse,2020-02-07,A,14,21,L,-7
2020,1,493841,493880,Colgate,Princeton,2020-02-18,A,11,20,L,-9
2020,1,493841,493855,Colgate,Hobart,2020-02-22,A,13,21,L,-8
2020,1,493841,493835,Colgate,Boston U.,2020-02-29,H,12,13,L,-1
2020,1,493841,493895,Colgate,Navy,2020-03-07,A,14,16,L,-2
2020,1,493842,493832,Cornell,UAlbany,2020-02-15,A,19,10,W,9
2020,1,493842,493892,Cornell,Towson,2020-02-21,A,17,10,W,7
2020,1,493842,493902,Cornell,"High Point @Baltimore, MD",2020-02-23,H,21,11,W,10
2020,1,493842,493877,Cornell,Ohio St.,2020-03-01,A,17,16,W,1
2020,1,493842,493878,Cornell,"Penn St. @Charlotte, NC",2020-03-08,H,18,17,W,1
2020,1,493843,493920,Dartmouth,Merrimack,2020-02-15,A,13,11,W,2
2020,1,493843,493837,Dartmouth,Bryant,2020-02-22,H,11,8,W,3
2020,1,493843,493862,Dartmouth,UMass Lowell,2020-02-29,A,14,5,W,9
2020,1,493843,493896,Dartmouth,Vermont,2020-03-07,A,8,9,L,-1
2020,1,493844,493873,Delaware,Mount St. Mary's,2020-02-08,H,14,8,W,6
2020,1,493844,493875,Delaware,NJIT,2020-02-15,H,13,1,W,12
2020,1,493844,493888,Delaware,Saint Joseph's,2020-02-18,A,8,11,L,-3
2020,1,493844,493872,Delaware,Monmouth,2020-02-22,A,11,2,W,9
2020,1,493844,493897,Delaware,Villanova,2020-02-29,H,10,19,L,-9
2020,1,493844,493865,Delaware,Marist,2020-03-07,A,15,14,W,1
2020,1,493845,493893,Denver,Air Force,2020-02-08,A,13,7,W,6
2020,1,493845,493848,Denver,Duke,2020-02-15,H,13,15,L,-2
2020,1,493845,493830,Denver,St. Bonaventure,2020-02-22,H,16,3,W,13
2020,1,493845,493840,Denver,Cleveland St.,2020-02-23,H,10,6,W,4
2020,1,493845,493874,Denver,North Carolina,2020-03-01,H,13,15,L,-2
2020,1,493845,493876,Denver,Notre Dame,2020-03-07,A,14,11,W,3
2020,1,493846,493858,Detroit Mercy,Jacksonville,2020-02-01,A,15,14,W,1
2020,1,493846,493877,Detroit Mercy,Ohio St.,2020-02-04,A,9,23,L,-14
2020,1,493846,493833,Detroit Mercy,Bellarmine,2020-02-18,H,20,13,W,7
2020,1,493846,493866,Detroit Mercy,Marquette,2020-02-22,H,6,18,L,-12
2020,1,493846,493884,Detroit Mercy,Robert Morris,2020-03-04,H,13,16,L,-3
2020,1,493847,493902,Drexel,High Point,2020-02-15,A,15,16,L,-1
