academic_year,division,team_org_id,opp_org_id,team_name,opp_name,game_date,location,team_score,opp_score,result,goal_margin
2023,2,547011,,Adams St.,Mo. Baptist,2023-03-20,A,19,2,W,17
2023,2,547011,547013.0,Adams St.,Quincy,2023-03-22,A,6,13,L,-7
2023,2,547011,,Adams St.,"Benedictine (KS) @Quincy, IL",2023-03-23,H,10,11,L,-1
2023,2,547011,546974.0,Adams St.,CSU Pueblo,2023-04-01,A,6,11,L,-5
2023,2,547011,546993.0,Adams St.,Westminster (UT),2023-04-08,H,3,21,L,-18
2023,2,547011,546980.0,Adams St.,Colorado Mesa,2023-04-14,H,3,22,L,-19
2023,2,547011,546974.0,Adams St.,CSU Pueblo,2023-04-22,H,9,8,W,1
2023,2,547011,546993.0,Adams St.,Westminster (UT),2023-04-28,A,4,20,L,-16
2023,2,547011,546980.0,Adams St.,Colorado Mesa,2023-04-30,A,4,27,L,-23
2023,2,547011,546980.0,Adams St.,#1 Colorado Mesa 2023 RMAC MLA Tournament,2023-05-04,A,3,23,L,-20
2023,2,547003,546995.0,Adelphi,Palm Beach Atl.,2023-02-17,A,21,10,W,11
2023,2,547003,546984.0,Adelphi,Lynn,2023-02-20,A,15,6,W,9
2023,2,547003,546978.0,Adelphi,Georgian Court,2023-03-01,A,24,4,W,20
2023,2,547003,547005.0,Adelphi,American Int'l,2023-03-04,H,10,3,W,7
2023,2,547003,546958.0,Adelphi,Caldwell,2023-03-08,H,19,1,W,18
2023,2,547003,546952.0,Adelphi,Southern N.H.,2023-03-18,H,17,7,W,10
2023,2,547003,547007.0,Adelphi,St. Anselm,2023-03-25,A,11,4,W,7
2023,2,547003,546970.0,Adelphi,Saint Rose,2023-03-28,A,20,16,W,4
2023,2,547003,547006.0,Adelphi,Assumption,2023-04-01,H,16,5,W,11
2023,2,547003,546954.0,Adelphi,Pace,2023-04-05,H,18,7,W,11
2023,2,547003,547009.0,Adelphi,Saint Michael's,2023-04-08,A,12,7,W,5
2023,2,547003,546951.0,Adelphi,Molloy,2023-04-12,H,11,7,W,4
2023,2,547003,546945.0,Adelphi,Franklin Pierce,2023-04-15,A,14,8,W,6
2023,2,547003,546949.0,Adelphi,Mercy,2023-04-19,A,14,12,W,2
2023,2,547003,546940.0,Adelphi,Bentley,2023-04-22,H,11,13,L,-2
2023,2,547003,546947.0,Adelphi,Le Moyne,2023-04-25,H,9,10,L,-1
2023,2,547003,546952.0,Adelphi,#6 Southern N.H. 2023 NE10 MLA Championship,2023-04-29,H,21,4,W,17
2023,2,547003,546940.0,Adelphi,#2 Bentley 2023 NE10 MLA Championship,2023-05-03,A,4,7,L,-3
2023,2,547003,546940.0,Adelphi,#4 Bentley 2023 NCAA DII MLA Championship,2023-05-10,A,9,8,W,1
2023,2,547003,546947.0,Adelphi,#1 Le Moyne 2023 NCAA DII MLA Championship,2023-05-14,A,7,11,L,-4
2023,2,547004,546944.0,Alabama Huntsville,Fla. Southern,2023-02-03,H,4,14,L,-10
2023,2,547004,546992.0,Alabama Huntsville,Emmanuel (GA),2023-02-11,H,22,4,W,18
2023,2,547004,547008.0,Alabama Huntsville,Saint Leo,2023-02-17,H,15,12,W,3
2023,2,547004,546996.0,Alabama Huntsville,Embry-Riddle (FL),2023-02-19,H,10,18,L,-8
2023,2,547004,546960.0,Alabama Huntsville,Davenport,2023-02-26,H,9,6,W,3
2023,2,547004,546982.0,Alabama Huntsville,Tusculum,2023-03-03,A,15,7,W,8
2023,2,547004,546966.0,Alabama Huntsville,Mars Hill,2023-03-05,A,14,13,W,1
2023,2,547004,546948.0,Alabama Huntsville,Maryville (MO),2023-03-12,H,14,13,W,1
2023,2,547004,546969.0,Alabama Huntsville,Rockhurst,2023-03-14,H,6,13,L,-7
2023,2,547004,546959.0,Alabama Huntsville,Lewis,2023-03-18,A,8,6,W,2
2023,2,547004,547001.0,Alabama Huntsville,Lander,2023-03-25,A,9,17,L,-8
2023,2,547004,546990.0,Alabama Huntsville,Shorter,2023-04-01,A,23,9,W,14
2023,2,547004,546994.0,Alabama Huntsville,Montevallo,2023-04-08,H,11,12,L,-1
2023,2,547004,546991.0,Alabama Huntsville,Young Harris,2023-04-15,A,17,11,W,6
2023,2,547004,547015.0,Alabama Huntsville,Flagler,2023-04-22,H,12,13,L,-1
2023,2,547004,546991.0,Alabama Huntsville,"#5 Young Harris @Greenwood, SC (2023 PBC MLA Tournament)",2023-04-28,H,18,5,W,13
2023,2,547004,547001.0,Alabama Huntsville,#1 Lander 2023 PBC MLA Tournament,2023-04-30,A,11,12,L,-1
2023,2,547012,546986.0,Alderson Broaddus,Seton Hill,2023-02-10,H,4,25,L,-21
2023,2,547012,546999.0,Alderson Broaddus,"Felician @Sparks, MD",2023-02-19,H,1,20,L,-19
2023,2,547012,546968.0,Alderson Broaddus,"Post @Sparks Glencoe, MD",2023-02-25,H,7,24,L,-17
2023,2,547012,546976.0,Alderson Broaddus,Chowan,2023-03-08,H,5,20,L,-15
2023,2,547012,546990.0,Alderson Broaddus,Shorter,2023-03-11,A,5,16,L,-11
2023,2,547012,546979.0,Alderson Broaddus,North Greenville,2023-03-13,H,1,24,L,-23
2023,2,547012,553533.0,Alderson Broaddus,Thomas More,2023-03-18,H,6,7,L,-1
2023,2,547012,546950.0,Alderson Broaddus,Mercyhurst,2023-03-27,A,1,28,L,-27
2023,2,547012,546941.0,Alderson Broaddus,Davis & Elkins,2023-04-03,A,6,22,L,-16
2023,2,547012,546975.0,Alderson Broaddus,Lake Erie,2023-04-08,H,3,17,L,-14
2023,2,547012,550213.0,Alderson Broaddus,Malone,2023-04-15,H,13,19,L,-6
2023,2,547012,546957.0,Alderson Broaddus,Wheeling,2023-04-22,H,2,20,L,-18
2023,2,547012,547000.0,Alderson Broaddus,Frostburg St.,2023-04-25,A,0,32,L,-32
