academic_year,division,team_org_id,opp_org_id,team_name,opp_name,game_date,location,team_score,opp_score,result,goal_margin
2019,2,473321,474387.0,Adams St.,JWU (Denver),2019-02-17,A,15,1,W,14
2019,2,473321,473336.0,Adams St.,CSU Pueblo,2019-03-02,A,11,12,L,-1
2019,2,473321,473580.0,Adams St.,Salve Regina,2019-03-10,H,12,14,L,-2
2019,2,473321,473331.0,Adams St.,Rockhurst,2019-03-17,A,6,28,L,-22
2019,2,473321,473352.0,Adams St.,Lindenwood,2019-03-19,A,9,14,L,-5
2019,2,473321,,Adams St.,St. Mary (KS),2019-03-21,A,12,4,W,8
2019,2,473321,473350.0,Adams St.,Notre Dame de Namur,2019-03-29,H,13,7,W,6
2019,2,473321,473358.0,Adams St.,Westminster (UT),2019-04-12,A,6,12,L,-6
2019,2,473321,473342.0,Adams St.,Colorado Mesa,2019-04-14,A,5,17,L,-12
2019,2,473321,473336.0,Adams St.,CSU Pueblo,2019-04-20,H,13,16,L,-3
2019,2,473321,473342.0,Adams St.,Colorado Mesa,2019-04-26,H,4,10,L,-6
2019,2,473321,473358.0,Adams St.,Westminster (UT),2019-04-28,H,10,12,L,-2
2019,2,473321,473358.0,Adams St.,#1 Westminster (UT) RMAC Tournament,2019-05-03,A,8,18,L,-10
2019,2,473295,473298.0,Adelphi,Assumption,2019-02-16,H,15,8,W,7
2019,2,473295,473318.0,Adelphi,Saint Leo,2019-02-23,A,22,10,W,12
2019,2,473295,473320.0,Adelphi,Tampa,2019-02-27,A,19,11,W,8
2019,2,473295,473297.0,Adelphi,American Int'l,2019-03-03,H,23,5,W,18
2019,2,473295,473312.0,Adelphi,Molloy,2019-03-13,H,14,6,W,8
2019,2,473295,473317.0,Adelphi,Saint Anselm,2019-03-16,A,17,7,W,10
2019,2,473295,473307.0,Adelphi,LIU Post,2019-03-20,H,13,12,W,1
2019,2,473295,473313.0,Adelphi,Southern N.H.,2019-03-23,H,19,7,W,12
2019,2,473295,473315.0,Adelphi,Pace,2019-03-27,H,13,9,W,4
2019,2,473295,473319.0,Adelphi,Saint Michael's,2019-03-30,A,14,2,W,12
2019,2,473295,473314.0,Adelphi,New York Tech,2019-04-03,A,16,12,W,4
2019,2,473295,473332.0,Adelphi,Saint Rose,2019-04-06,A,17,10,W,7
2019,2,473295,473306.0,Adelphi,Le Moyne,2019-04-13,H,8,10,L,-2
2019,2,473295,473299.0,Adelphi,Bentley,2019-04-16,A,15,3,W,12
2019,2,473295,473311.0,Adelphi,Merrimack,2019-04-20,H,17,8,W,9
2019,2,473295,473304.0,Adelphi,Franklin Pierce,2019-04-23,A,8,6,W,2
2019,2,473295,473315.0,Adelphi,#4 Pace NE-10 Tournament,2019-05-01,H,15,12,W,3
2019,2,473295,473306.0,Adelphi,#2 Le Moyne NE-10 Tournament,2019-05-04,H,9,11,L,-2
2019,2,473295,473311.0,Adelphi,Merrimack DII Men's Lacrosse Tournament,2019-05-11,H,12,14,L,-2
2019,2,473296,473358.0,Alabama Huntsville,Westminster (UT),2019-02-03,H,6,12,L,-6
2019,2,473296,473318.0,Alabama Huntsville,Saint Leo,2019-02-09,A,12,23,L,-11
2019,2,473296,473345.0,Alabama Huntsville,Tusculum,2019-02-17,H,5,13,L,-8
2019,2,473296,473327.0,Alabama Huntsville,Lincoln Memorial,2019-02-27,A,14,12,W,2
2019,2,473296,473316.0,Alabama Huntsville,Rollins,2019-03-03,H,5,10,L,-5
2019,2,473296,473305.0,Alabama Huntsville,UIndy,2019-03-16,H,8,18,L,-10
2019,2,473296,473331.0,Alabama Huntsville,Rockhurst,2019-03-22,A,9,19,L,-10
2019,2,473296,473308.0,Alabama Huntsville,Maryville (MO),2019-03-24,A,9,14,L,-5
2019,2,473296,473359.0,Alabama Huntsville,Montevallo,2019-03-30,H,5,14,L,-9
2019,2,473296,,Alabama Huntsville,Tenn. Wesleyan,2019-04-03,H,12,5,W,7
2019,2,473296,473355.0,Alabama Huntsville,Shorter,2019-04-12,H,18,8,W,10
2019,2,473296,473356.0,Alabama Huntsville,Young Harris,2019-04-20,A,10,8,W,2
2019,2,473322,473351.0,Alderson Broaddus,Seton Hill,2019-02-10,A,6,21,L,-15
2019,2,473322,473354.0,Alderson Broaddus,Roberts Wesleyan,2019-02-16,H,12,13,L,-1
2019,2,473322,473338.0,Alderson Broaddus,Chowan,2019-02-23,H,15,9,W,6
2019,2,473322,473352.0,Alderson Broaddus,"Lindenwood @Greensburg, PA",2019-02-28,H,5,15,L,-10
2019,2,473322,473363.0,Alderson Broaddus,Newberry,2019-03-02,H,6,13,L,-7
2019,2,473322,473340.0,Alderson Broaddus,Georgian Court,2019-03-08,A,3,10,L,-7
2019,2,473322,473244.0,Alderson Broaddus,Hampton,2019-03-16,A,5,9,L,-4
2019,2,473322,473310.0,Alderson Broaddus,Mercyhurst,2019-03-26,A,6,21,L,-15
2019,2,473322,473325.0,Alderson Broaddus,Lenoir-Rhyne,2019-03-31,H,3,17,L,-14
2019,2,473322,473346.0,Alderson Broaddus,Lees-McRae,2019-04-06,A,12,18,L,-6
2019,2,473322,473300.0,Alderson Broaddus,Davis & Elkins,2019-04-11,A,10,11,L,-1
2019,2,473322,473337.0,Alderson Broaddus,Lake Erie,2019-04-16,H,7,15,L,-8
2019,2,473322,473353.0,Alderson Broaddus,Walsh,2019-04-20,A,5,13,L,-8
2019,2,473322,473344.0,Alderson Broaddus,Wheeling,2019-04-27,H,10,9,W,1
2019,2,473297,473309.0,American Int'l,Mercy,2019-02-13,A,4,22,L,-18
2019,2,473297,473307.0,American Int'l,LIU Post,2019-02-16,A,8,28,L,-20
2019,2,473297,473330.0,American Int'l,Post,2019-02-19,H,4,11,L,-7
2019,2,473297,473333.0,American Int'l,St. Thomas Aquinas,2019-02-23,H,4,12,L,-8
2019,2,473297,473339.0,American Int'l,Dominican (NY),2019-02-26,H,11,16,L,-5
2019,2,473297,473295.0,American Int'l,Adelphi,2019-03-03,A,5,23,L,-18
2019,2,473297,473306.0,American Int'l,Le Moyne,2019-03-09,A,1,21,L,-20
2019,2,473297,473304.0,American Int'l,Franklin Pierce,2019-03-16,H,6,23,L,-17
2019,2,473297,473298.0,American Int'l,Assumption,2019-03-23,A,5,24,L,-19
2019,2,473297,473332.0,American Int'l,Saint Rose,2019-03-27,A,5,23,L,-18
2019,2,473297,473311.0,American Int'l,Merrimack,2019-03-30,H,1,24,L,-23
2019,2,473297,473315.0,American Int'l,Pace,2019-04-02,H,6,22,L,-16
2019,2,473297,473317.0,American Int'l,Saint Anselm,2019-04-05,A,5,24,L,-19
