academic_year,division,team_org_id,opp_org_id,team_name,opp_name,game_date,location,team_score,opp_score,result,goal_margin
2014,1,103551,103506,Air Force,Denver,2014-02-08,H,8,14,L,-6
2014,1,103551,103511,Air Force,Furman,2014-02-15,H,15,6,W,9
2014,1,103551,103501,Air Force,"Canisius @ Denver, Colo.",2014-02-22,H,6,7,L,-1
2014,1,103551,103524,Air Force,"Marist @ Denver, Colo.",2014-02-23,H,17,9,W,8
2014,1,103551,103556,Air Force,VMI,2014-03-02,A,4,6,L,-2
2014,1,103551,103495,Air Force,Bellarmine,2014-03-08,H,13,9,W,4
2014,1,103551,103518,Air Force,Jacksonville,2014-03-15,A,15,12,W,3
2014,1,103551,103496,Air Force,Binghamton,2014-03-23,A,10,8,W,2
2014,1,103551,103530,Air Force,Michigan,2014-03-29,H,15,12,W,3
2014,1,103551,103529,Air Force,Mercer,2014-04-05,H,19,6,W,13
2014,1,103551,103510,Air Force,Fairfield,2014-04-12,H,16,8,W,8
2014,1,103551,103535,Air Force,Ohio St.,2014-04-19,A,6,8,L,-2
2014,1,103551,103540,Air Force,Quinnipiac,2014-04-26,A,10,15,L,-5
2014,1,103551,103535,Air Force,Ohio St.,2014-05-01,A,14,7,W,7
2014,1,103551,103510,Air Force,"Fairfield @ Columbus, Ohio",2014-05-03,H,9,8,W,1
2014,1,103551,103541,Air Force,Richmond,2014-05-07,H,13,5,W,8
2014,1,103551,103509,Air Force,Duke,2014-05-11,A,9,20,L,-11
2014,1,103552,103528,Army West Point,Massachusetts,2014-02-08,H,5,6,L,-1
2014,1,103552,103556,Army West Point,VMI,2014-02-16,A,15,6,W,9
2014,1,103552,103511,Army West Point,"Furman @ Washington, D.C.",2014-02-22,H,12,2,W,10
2014,1,103552,103520,Army West Point,Lafayette,2014-03-01,A,8,6,W,2
2014,1,103552,103543,Army West Point,Rutgers,2014-03-04,H,8,9,L,-1
2014,1,103552,103517,Army West Point,Holy Cross,2014-03-08,H,13,3,W,10
2014,1,103552,103522,Army West Point,Loyola Maryland,2014-03-15,A,6,7,L,-1
2014,1,103552,103521,Army West Point,Lehigh,2014-03-22,H,6,5,W,1
2014,1,103552,103500,Army West Point,Bucknell,2014-03-29,H,11,6,W,5
2014,1,103552,103497,Army West Point,Boston U.,2014-04-05,A,8,7,W,1
2014,1,103552,103553,Army West Point,Navy,2014-04-12,H,14,7,W,7
2014,1,103552,103502,Army West Point,Colgate,2014-04-18,A,8,7,W,1
2014,1,103552,103521,Army West Point,"Lehigh @ Baltimore, Md.",2014-04-25,H,11,12,L,-1
2014,1,103552,103534,Army West Point,Notre Dame,2014-05-03,A,17,18,L,-1
2014,1,103495,103542,Bellarmine,Robert Morris,2014-02-15,H,10,7,W,3
2014,1,103495,103518,Bellarmine,Jacksonville,2014-02-22,A,8,4,W,4
2014,1,103495,103511,Bellarmine,Furman,2014-03-01,H,13,7,W,6
2014,1,103495,103507,Bellarmine,Detroit Mercy,2014-03-04,A,12,8,W,4
2014,1,103495,103551,Bellarmine,Air Force,2014-03-08,A,9,13,L,-4
2014,1,103495,103530,Bellarmine,Michigan,2014-03-15,H,10,11,L,-1
2014,1,103495,103535,Bellarmine,Ohio St.,2014-03-21,A,7,10,L,-3
2014,1,103495,103510,Bellarmine,Fairfield,2014-03-29,H,3,9,L,-6
2014,1,103495,103525,Bellarmine,Marquette,2014-04-01,A,10,7,W,3
2014,1,103495,103560,Bellarmine,High Point,2014-04-05,H,10,9,W,1
2014,1,103495,103557,Bellarmine,Virginia,2014-04-19,A,8,12,L,-4
2014,1,103495,103529,Bellarmine,"Mercer @ Milton, Ga.",2014-04-26,H,13,6,W,7
2014,1,103496,103544,Binghamton,Sacred Heart,2014-02-16,A,8,6,W,2
2014,1,103496,103547,Binghamton,Siena,2014-02-22,H,9,13,L,-4
2014,1,103496,103503,Binghamton,Cornell,2014-02-25,H,8,14,L,-6
2014,1,103496,103515,Binghamton,Hobart,2014-03-01,A,11,10,W,1
2014,1,103496,103505,Binghamton,Delaware,2014-03-08,H,9,10,L,-1
2014,1,103496,103502,Binghamton,Colgate,2014-03-15,H,9,10,L,-1
2014,1,103496,103551,Binghamton,Air Force,2014-03-23,H,8,10,L,-2
2014,1,103496,103513,Binghamton,Hartford,2014-03-28,A,11,10,W,1
2014,1,103496,103549,Binghamton,Syracuse,2014-04-02,A,8,10,L,-2
2014,1,103496,103526,Binghamton,UMBC,2014-04-06,H,13,7,W,6
2014,1,103496,103554,Binghamton,Vermont,2014-04-12,A,9,6,W,3
2014,1,103496,103501,Binghamton,Canisius,2014-04-15,H,9,5,W,4
2014,1,103496,103548,Binghamton,Stony Brook,2014-04-19,H,14,11,W,3
2014,1,103496,103494,Binghamton,UAlbany,2014-04-26,A,7,21,L,-14
2014,1,103496,103526,Binghamton,"UMBC @ Stony Brook, N.Y.",2014-05-01,H,10,16,L,-6
2014,1,103497,103529,Boston U.,Mercer,2014-02-08,A,6,17,L,-11
2014,1,103497,103501,Boston U.,Canisius,2014-02-15,H,3,9,L,-6
2014,1,103497,103521,Boston U.,Lehigh,2014-02-22,H,7,10,L,-3
2014,1,103497,103539,Boston U.,Providence,2014-02-25,H,7,10,L,-3
2014,1,103497,103554,Boston U.,Vermont,2014-03-01,H,9,13,L,-4
2014,1,103497,103502,Boston U.,Colgate,2014-03-08,H,5,7,L,-2
2014,1,103497,103520,Boston U.,Lafayette,2014-03-15,A,12,7,W,5
2014,1,103497,103500,Boston U.,Bucknell,2014-03-22,A,3,7,L,-4
2014,1,103497,103553,Boston U.,Navy,2014-03-29,H,7,13,L,-6
2014,1,103497,103552,Boston U.,Army West Point,2014-04-05,H,7,8,L,-1
2014,1,103497,103514,Boston U.,Harvard,2014-04-08,A,9,14,L,-5
2014,1,103497,103522,Boston U.,Loyola Maryland,2014-04-12,A,6,15,L,-9
2014,1,103497,103517,Boston U.,Holy Cross,2014-04-19,A,9,8,W,1
2014,1,103497,103509,Boston U.,Duke,2014-05-04,H,11,16,L,-5
2014,1,103498,103540,Brown,Quinnipiac,2014-02-22,A,13,6,W,7
2014,1,103498,103528,Brown,Massachusetts,2014-03-01,H,2,15,L,-13
2014,1,103498,103513,Brown,Hartford,2014-03-05,H,12,7,W,5
2014,1,103498,103515,Brown,"Hobart @ Hempstead, NY",2014-03-08,H,13,10,W,3
2014,1,103498,103514,Brown,Harvard,2014-03-15,A,10,16,L,-6
2014,1,103498,103500,Brown,Bucknell,2014-03-19,A,8,13,L,-5
2014,1,103498,103539,Brown,Providence,2014-03-22,H,12,11,W,1
2014,1,103498,103524,Brown,Marist,2014-03-25,A,13,11,W,2
2014,1,103498,103538,Brown,Princeton,2014-03-29,H,11,10,W,1
2014,1,103498,103537,Brown,Penn,2014-04-05,A,8,10,L,-2
2014,1,103498,103559,Brown,Yale,2014-04-11,H,6,7,L,-1
2014,1,103498,103503,Brown,Cornell,2014-04-19,A,9,14,L,-5
2014,1,103498,103499,Brown,Bryant,2014-04-22,H,13,11,W,2
2014,1,103498,103504,Brown,Dartmouth,2014-04-26,H,12,8,W,4
2014,1,103499,103502,Bryant,Colgate,2014-02-08,A,4,7,L,-3
2014,1,103499,103500,Bryant,Bucknell,2014-02-16,H,12,9,W,3
2014,1,103499,103513,Bryant,Hartford,2014-02-22,A,7,5,W,2
2014,1,103499,103559,Bryant,Yale,2014-03-01,H,8,9,L,-1
2014,1,103499,103508,Bryant,Drexel,2014-03-08,H,12,6,W,6
2014,1,103499,103531,Bryant,Monmouth,2014-03-11,A,12,7,W,5
2014,1,103499,103494,Bryant,UAlbany,2014-03-15,A,12,11,W,1
2014,1,103499,103515,Bryant,Hobart,2014-03-22,H,15,8,W,7
2014,1,103499,103539,Bryant,Providence,2014-03-25,A,7,6,W,1
2014,1,103499,103541,Bryant,"Richmond @ Cold Sprg Harbor, NY",2014-03-29,H,9,6,W,3
2014,1,103499,103544,Bryant,Sacred Heart,2014-04-02,A,14,5,W,9
2014,1,103499,103546,Bryant,Saint Joseph's,2014-04-05,A,7,9,L,-2
2014,1,103499,103532,Bryant,Mount St. Mary's,2014-04-12,H,9,7,W,2
2014,1,103499,103542,Bryant,Robert Morris,2014-04-19,A,13,6,W,7
2014,1,103499,103498,Bryant,Brown,2014-04-22,A,11,13,L,-2
2014,1,103499,103558,Bryant,Wagner,2014-04-26,H,15,7,W,8
2014,1,103499,103544,Bryant,"Sacred Heart @ Philadelphia, Pa.",2014-05-01,H,12,8,W,4
2014,1,103499,103515,Bryant,"Hobart @ Philadelphia, Pa.",2014-05-03,H,10,4,W,6
2014,1,103499,103547,Bryant,Siena,2014-05-07,H,9,8,W,1
2014,1,103499,103549,Bryant,Syracuse,2014-05-11,A,10,9,W,1
2014,1,103499,103527,Bryant,"Maryland @ Hempstead, New York",2014-05-17,H,8,16,L,-8
2014,1,103500,103505,Bucknell,Delaware,2014-02-08,H,6,4,W,2
2014,1,103500,103499,Bucknell,Bryant,2014-02-16,A,9,12,L,-3
2014,1,103500,103553,Bucknell,Navy,2014-02-22,H,9,6,W,3
2014,1,103500,103502,Bucknell,Colgate,2014-03-01,A,8,9,L,-1
2014,1,103500,103521,Bucknell,Lehigh,2014-03-08,H,3,9,L,-6
2014,1,103500,103533,Bucknell,North Carolina,2014-03-11,A,4,20,L,-16
2014,1,103500,103517,Bucknell,Holy Cross,2014-03-15,A,18,8,W,10
2014,1,103500,103498,Bucknell,Brown,2014-03-19,H,13,8,W,5
2014,1,103500,103497,Bucknell,Boston U.,2014-03-22,H,7,3,W,4
2014,1,103500,103552,Bucknell,Army West Point,2014-03-29,A,6,11,L,-5
2014,1,103500,103510,Bucknell,Fairfield,2014-04-01,A,6,10,L,-4
2014,1,103500,103532,Bucknell,Mount St. Mary's,2014-04-05,H,16,6,W,10
2014,1,103500,103520,Bucknell,Lafayette,2014-04-11,H,13,1,W,12
2014,1,103500,103522,Bucknell,Loyola Maryland,2014-04-17,A,5,13,L,-8
2014,1,103500,103502,Bucknell,Colgate,2014-04-22,A,9,10,L,-1
2014,1,103501,103497,Canisius,Boston U.,2014-02-15,A,9,3,W,6
2014,1,103501,103551,Canisius,"Air Force @ Denver, Colo.",2014-02-22,H,7,6,W,1
2014,1,103501,103506,Canisius,Denver,2014-02-23,A,3,14,L,-11
2014,1,103501,103503,Canisius,Cornell,2014-03-04,A,6,19,L,-13
