Team: Denver
Season: 2023 D1
Record: 10-5
Winning %: 0.667
Predicted Winning %: 0.633

Stat Comparison vs League Average:
  points_per_game: 18.270 (0.629 above average)
  scoring_defense: 10.130 (1.106 below average)
  scoring_offense: 11.600 (0.286 above average)
  scoring_margin: 1.470 (0.264 below average)
  defensive_efficiency: 15.154 (0.549 below average)
  saves_per_game: 8.530 (3.458 below average)
  clearing_percentage: 0.874 (0.031 above average)
  ground_balls_per_game: 28.070 (2.826 below average)
  shot_percentage: 0.328 (0.037 above average)
  offensive_efficiency: 35.366 (3.300 below average)
