Team: Lynn
Season: 2023 D2
Record: 7-9
Winning %: 0.438
Predicted Winning %: 0.514

Stat Comparison vs League Average:
  points_per_game: 20.310 (2.669 above average)
  scoring_defense: 11.940 (0.704 above average)
  scoring_offense: 12.630 (1.316 above average)
  scoring_margin: 0.690 (1.044 below average)
  defensive_efficiency: 15.428 (0.275 below average)
  saves_per_game: 12.060 (0.072 above average)
  clearing_percentage: 0.882 (0.039 above average)
  ground_balls_per_game: 33.560 (2.664 above average)
  shot_percentage: 0.326 (0.035 above average)
  offensive_efficiency: 38.742 (0.076 above average)
