season,division,conference,team_name,org_id,team_url,error
2022,D2,CACC,Bridgeport,594220,https://www.ubknights.com/sports/mlax/index,Bridgeport: sidearm failed (HTTP 403 for 'https://www.ubknights.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 403 (content-type: 'text/html; charset=UTF-8') for 'https://www.ubknights.com/sports/mens-lacrosse/stats')
2022,D2,CACC,Dominican (NY),594147,https://www.chargerathletics.com/sports/mlax/coaches/index,Dominican (NY): sidearm failed (HTTP 403 for 'https://www.chargerathletics.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 403 (content-type: 'text/html; charset=UTF-8') for 'https://www.chargerathletics.com/sports/mens-lacrosse/stats')
2022,D2,CACC,Holy Family,594073,https://athletics.holyfamily.edu/sports/mens-lacrosse,Holy Family: sidearm failed (HTTP 404 for 'https://athletics.holyfamily.edu/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://athletics.holyfamily.edu/sports/mens-lacrosse/stats/2022')
2022,D2,CACC,Wilmington (DE),594180,https://wildcats.athletics.wilmu.edu/sports/mlax/index,Wilmington (DE): sidearm failed (HTTP 403 for 'https://wildcats.athletics.wilmu.edu/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 404 (content-type: 'text/html; charset=UTF-8') for 'https://wildcats.athletics.wilmu.edu/sports/mens-lacrosse/stats')
2022,D2,ECC,Dist. Columbia,594083,https://www.udcfirebirds.com/sports/mlax/index,Dist. Columbia: sidearm failed (HTTP 403 for 'https://www.udcfirebirds.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 404 (content-type: 'text/html; charset=UTF-8') for 'https://www.udcfirebirds.com/sports/mens-lacrosse/stats')
2022,D2,ECC,Dowling,24034,https://www.dowlingathletics.com/index_path_mlax/,Dowling: sidearm failed (HTTP 404 for 'https://www.dowlingathletics.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 404 (content-type: 'text/html; charset=UTF-8') for 'https://www.dowlingathletics.com/sports/mens-lacrosse/stats')
2022,D2,ECC,LIU Post,473307,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,ECC,New York Tech,493923,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,ECC,St. Thomas Aquinas,594134,https://www.stacathletics.com/sports/mlax/index,St. Thomas Aquinas: sidearm failed (HTTP 403 for 'https://www.stacathletics.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 403 (content-type: 'text/html; charset=UTF-8') for 'https://www.stacathletics.com/sports/mens-lacrosse/stats')
2022,D2,G-MAC,Alderson Broaddus,547012,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,G-MAC,Malone,594218,https://malonepioneers.com/sports/mens-lacrosse,Malone: sidearm failed (HTTP 404 for 'https://malonepioneers.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://malonepioneers.com/sports/mens-lacrosse/stats/2022')
2022,D2,G-MAC,Northwood,594943,https://www.gonorthwood.com/sports/mlax/index,Northwood: sidearm failed (HTTP 403 for 'https://www.gonorthwood.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 404 (content-type: 'text/html; charset=UTF-8') for 'https://www.gonorthwood.com/sports/mens-lacrosse/stats')
2022,D2,G-MAC,Ohio Valley,423624,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,G-MAC,Tiffin,594076,https://gotiffindragons.com/sports/mens-lacrosse,Tiffin: sidearm failed (HTTP 404 for 'https://gotiffindragons.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://gotiffindragons.com/sports/mens-lacrosse/stats/2022')
2022,D2,GLVC,Lindenwood,530123,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,GLVC,William Jewell,594231,https://jewellcardinals.com/sports/mens-lacrosse,William Jewell: sidearm failed (HTTP 404 for 'https://jewellcardinals.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://jewellcardinals.com/sports/mens-lacrosse/stats/2022')
2022,D2,NE10,Saint Rose,571479,,skipped_empty_team_url (inactive program; see vendors notes)
2022,D2,Peach Belt,Virginia St.,594226,https://govsutrojans.com/sports/mens-lacrosse,Virginia St.: sidearm failed (HTTP 404 for 'https://govsutrojans.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://govsutrojans.com/sports/mens-lacrosse/stats/2022')
2022,D2,RMAC,CUI,594224,https://cuigoldeneagles.com/sports/mens-lacrosse,CUI: sidearm failed (HTTP 404 for 'https://cuigoldeneagles.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://cuigoldeneagles.com/sports/mens-lacrosse/stats/2022')
2022,D2,RMAC,Dominican (CA),594228,https://dominicanathletics.com/sports/mens-lacrosse,Dominican (CA): sidearm failed (HTTP 404 for 'https://dominicanathletics.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=utf-8')); presto failed (team totals rows not found in 'https://dominicanathletics.com/sports/mens-lacrosse/stats/2022')
2022,D2,SAC,Coker,594118,https://www.cokercobras.com/sports/mlax/coaches/index,Coker: sidearm failed (HTTP 403 for 'https://www.cokercobras.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 404 (content-type: 'text/html; charset=UTF-8') for 'https://www.cokercobras.com/sports/mens-lacrosse/stats')
2022,D2,SAC,Emory & Henry,594942,https://www.gowasps.com/sports/mlax/index,Emory & Henry: sidearm failed (HTTP 404 for 'https://www.gowasps.com/services/responsive-stats.ashx?type=team&division=2&season=2022' (content-type: 'text/html; charset=UTF-8')); presto failed (HTTP 403 (content-type: 'text/html; charset=UTF-8') for 'https://www.gowasps.com/sports/mens-lacrosse/stats')
